date,Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
2022-01-29,Electronics,SKU_002,264.0,Out of Stock,15,3960.0,Senior,116,3,11,6,Carrier X,25.63,Supplier B,North,7,444,11,54.95,Pass,0.0681,Air,Route 2,131.02
2022-01-29,Clothing,SKU_003,116.96,In Stock,10,1169.6,Adult,182,11,75,1,Carrier Y,39.28,Supplier C,East,12,753,13,121.44,Pass,0.0866,Road,Route 3,466.83
2022-01-29,Furniture,SKU_004,320.95,In Stock,7,2246.65,Youth,80,2,97,8,Carrier Z,19.04,Supplier C,East,6,62,19,195.45,Pass,0.0734,Road,Route 2,718.95
2022-01-29,Furniture,SKU_005,442.42,Out of Stock,6,2654.52,Adult,168,9,35,8,Carrier Y,48.09,Supplier C,East,4,419,12,298.5,Fail,0.0295,Sea,Route 3,764.08
2022-01-30,Electronics,SKU_001,334.81,In Stock,6,2008.86,Youth,187,10,1,4,Carrier Z,32.61,Supplier C,North,3,991,18,134.11,Fail,0.0024,Sea,Route 3,594.22
2022-01-30,Clothing,SKU_002,413.71,In Stock,12,4964.52,Senior,122,7,16,2,Carrier X,27.53,Supplier B,West,7,237,6,40.41,Pass,0.0667,Sea,Route 2,352.9
2022-01-30,Furniture,SKU_003,468.15,Out of Stock,8,3745.2,Senior,52,8,65,1,Carrier X,14.87,Supplier A,North,4,102,7,201.39,Fail,0.0188,Sea,Route 3,880.24
2022-01-30,Clothing,SKU_004,313.64,Out of Stock,10,3136.4,Adult,13,3,28,4,Carrier X,41.18,Supplier B,South,5,254,15,237.1,Fail,0.0401,Sea,Route 2,893.79
2022-01-30,Clothing,SKU_005,374.77,In Stock,12,4497.24,Senior,92,11,18,6,Carrier Y,45.31,Supplier B,West,10,439,9,283.33,Fail,0.0316,Sea,Route 1,424.21
2022-01-31,Furniture,SKU_001,304.24,Out of Stock,8,2433.92,Senior,50,14,83,1,Carrier Y,21.98,Supplier C,North,2,747,11,158.27,Pass,0.093,Air,Route 3,103.93
2022-01-31,Furniture,SKU_002,164.4,In Stock,12,1972.8,Youth,83,4,83,5,Carrier Y,9.72,Supplier B,West,8,589,13,153.27,Fail,0.0209,Road,Route 3,432.83
2022-01-31,Furniture,SKU_003,395.41,Out of Stock,10,3954.1,Adult,15,10,73,6,Carrier Z,37.87,Supplier B,North,5,670,11,190.17,Fail,0.0395,Sea,Route 2,763.39
2022-01-31,Clothing,SKU_004,340.17,In Stock,12,4082.04,Youth,99,6,99,9,Carrier X,10.02,Supplier B,North,13,864,9,212.65,Pass,0.0379,Road,Route 2,738.44
2022-01-31,Clothing,SKU_005,236.14,In Stock,12,2833.68,Adult,115,9,29,9,Carrier Y,28.36,Supplier B,North,5,168,16,94.83,Pass,0.0521,Road,Route 3,617.82
2022-02-01,Clothing,SKU_001,396.57,Out of Stock,9,3569.13,Senior,152,2,55,7,Carrier X,21.73,Supplier C,North,5,696,8,257.18,Pass,0.0547,Air,Route 3,802.34
2022-02-01,Electronics,SKU_002,229.1,Out of Stock,16,3665.6,Youth,78,13,87,4,Carrier Y,49.56,Supplier C,North,9,657,8,172.46,Pass,0.0561,Road,Route 1,284.48
2022-02-01,Clothing,SKU_003,138.12,Out of Stock,8,1104.96,Youth,180,9,68,1,Carrier X,47.63,Supplier B,West,7,749,13,269.24,Pass,0.069,Road,Route 1,937.55
2022-02-01,Electronics,SKU_004,251.45,Out of Stock,9,2263.05,Adult,14,14,21,5,Carrier Y,17.36,Supplier B,South,3,639,14,70.49,Pass,0.0044,Road,Route 2,500.99
2022-02-01,Electronics,SKU_005,72.49,In Stock,10,724.9,Adult,168,5,99,8,Carrier Z,49.15,Supplier A,West,12,406,13,277.43,Pass,0.0073,Road,Route 2,983.06
2022-02-02,Furniture,SKU_001,379.46,In Stock,16,6071.36,Youth,79,3,34,7,Carrier X,43.44,Supplier B,West,5,544,18,199.37,Pass,0.0781,Road,Route 2,869.69
2022-02-02,Electronics,SKU_002,425.93,Out of Stock,9,3833.37,Adult,170,6,88,8,Carrier Y,28.16,Supplier C,South,6,204,13,132.77,Fail,0.0662,Road,Route 1,238.43
2022-02-02,Furniture,SKU_003,463.79,In Stock,10,4637.9,Senior,66,5,20,5,Carrier Y,46.33,Supplier A,East,12,907,18,194.17,Pass,0.0251,Air,Route 3,474.04
2022-02-02,Electronics,SKU_004,158.18,Out of Stock,13,2056.34,Youth,144,7,98,8,Carrier X,15.12,Supplier A,West,12,873,7,139.7,Fail,0.0759,Sea,Route 1,417.75
2022-02-02,Furniture,SKU_005,456.69,Out of Stock,15,6850.35,Senior,105,5,15,2,Carrier X,31.6,Supplier A,West,4,161,11,29.19,Fail,0.0071,Road,Route 3,891.55
2022-02-03,Electronics,SKU_001,234.24,Out of Stock,13,3045.12,Adult,23,9,4,3,Carrier Y,44.41,Supplier C,North,9,677,11,280.68,Pass,0.0128,Road,Route 1,100.01
2022-02-03,Electronics,SKU_002,77.6,Out of Stock,7,543.2,Youth,2,4,86,4,Carrier Y,37.93,Supplier C,North,6,958,11,190.7,Fail,0.0325,Air,Route 3,344.29
2022-02-03,Electronics,SKU_003,216.92,In Stock,7,1518.44,Adult,148,9,16,7,Carrier Z,38.92,Supplier C,South,10,700,14,154.92,Pass,0.0602,Sea,Route 1,216.95
2022-02-03,Electronics,SKU_004,96.13,In Stock,12,1153.56,Youth,126,9,66,8,Carrier Z,37.14,Supplier C,South,2,456,14,224.11,Fail,0.0345,Road,Route 3,146.71
2022-02-03,Electronics,SKU_005,205.4,Out of Stock,12,2464.8,Youth,62,2,76,7,Carrier X,19.04,Supplier B,East,5,593,8,127.62,Pass,0.0782,Sea,Route 2,733.33
2022-02-04,Clothing,SKU_001,429.48,In Stock,7,3006.36,Senior,133,10,97,1,Carrier Z,24.33,Supplier A,East,7,574,18,174.76,Fail,0.0227,Sea,Route 2,827.91
2022-02-04,Furniture,SKU_002,189.4,In Stock,8,1515.2,Youth,71,8,78,8,Carrier Z,30.73,Supplier C,East,4,259,8,208.73,Fail,0.0187,Road,Route 1,376.1
2022-02-04,Furniture,SKU_003,235.24,Out of Stock,8,1881.92,Adult,68,7,59,1,Carrier Y,8.78,Supplier A,East,7,246,15,35.84,Pass,0.0381,Air,Route 1,806.38
2022-02-04,Furniture,SKU_004,334.53,Out of Stock,15,5017.95,Adult,156,11,17,2,Carrier Y,29.65,Supplier B,North,6,131,14,183.01,Pass,0.0347,Sea,Route 3,644.93
2022-02-04,Clothing,SKU_005,267.37,Out of Stock,11,2941.07,Adult,21,11,43,7,Carrier Z,12.74,Supplier C,South,5,602,10,214.82,Pass,0.0624,Sea,Route 2,340.66
2022-02-05,Clothing,SKU_001,366.71,Out of Stock,7,2566.97,Youth,95,7,59,4,Carrier Z,31.9,Supplier A,West,2,644,14,145.74,Pass,0.0945,Road,Route 3,894.69
2022-02-05,Furniture,SKU_002,397.54,Out of Stock,12,4770.48,Youth,112,14,68,7,Carrier X,29.39,Supplier C,North,11,469,13,255.14,Fail,0.0739,Road,Route 2,191.7
2022-02-05,Clothing,SKU_003,384.27,Out of Stock,5,1921.35,Senior,152,13,15,4,Carrier X,28.07,Supplier C,South,4,297,16,191.72,Pass,0.0671,Road,Route 1,182.25
2022-02-05,Electronics,SKU_004,418.27,In Stock,12,5019.24,Senior,109,6,43,2,Carrier Z,25.65,Supplier C,South,11,210,15,186.54,Fail,0.0951,Road,Route 2,824.58
2022-02-05,Furniture,SKU_005,272.08,In Stock,10,2720.8,Adult,101,2,91,8,Carrier Z,39.68,Supplier A,North,14,439,15,170.73,Pass,0.0865,Air,Route 2,873.84
2022-02-06,Clothing,SKU_001,404.32,In Stock,9,3638.88,Senior,187,7,40,4,Carrier Y,34.22,Supplier A,East,13,579,6,160.02,Fail,0.0444,Air,Route 1,370.94
2022-02-06,Furniture,SKU_002,75.28,Out of Stock,8,602.24,Adult,120,2,38,5,Carrier X,8.17,Supplier B,West,6,291,11,221.76,Pass,0.0685,Sea,Route 1,107.17
2022-02-06,Furniture,SKU_003,281.75,In Stock,7,1972.25,Adult,51,9,25,7,Carrier Y,46.12,Supplier A,West,11,226,14,96.02,Fail,0.0876,Air,Route 1,453.46
2022-02-06,Furniture,SKU_004,422.99,In Stock,7,2960.93,Adult,86,2,76,7,Carrier Z,23.65,Supplier C,South,10,334,19,208.62,Pass,0.0722,Sea,Route 3,486.65
2022-02-06,Furniture,SKU_005,50.9,Out of Stock,10,509.0,Adult,149,7,33,1,Carrier Y,12.46,Supplier B,East,11,699,19,49.5,Fail,0.0118,Road,Route 3,320.82
2022-02-07,Furniture,SKU_001,159.68,In Stock,7,1117.76,Senior,136,2,62,1,Carrier Z,35.55,Supplier C,South,2,974,6,111.71,Pass,0.0871,Road,Route 1,579.25
2022-02-07,Electronics,SKU_002,363.48,In Stock,5,1817.4,Adult,16,8,13,5,Carrier Y,45.31,Supplier C,South,2,152,9,237.42,Fail,0.0793,Air,Route 3,526.83
2022-02-07,Furniture,SKU_003,448.53,In Stock,12,5382.36,Youth,53,13,73,8,Carrier X,25.93,Supplier B,West,10,548,16,113.42,Pass,0.0532,Air,Route 3,838.54
2022-02-07,Electronics,SKU_004,447.15,In Stock,11,4918.65,Adult,135,7,6,9,Carrier Z,8.0,Supplier A,North,14,131,6,163.74,Fail,0.0433,Air,Route 3,138.55
2022-02-07,Furniture,SKU_005,149.05,Out of Stock,12,1788.6,Senior,61,5,60,4,Carrier Z,34.55,Supplier C,West,12,463,15,252.78,Fail,0.0484,Sea,Route 2,795.53
2022-02-08,Furniture,SKU_001,71.9,Out of Stock,13,934.7,Youth,111,14,62,7,Carrier Y,39.13,Supplier C,North,4,753,16,227.83,Pass,0.0662,Sea,Route 2,774.98
2022-02-08,Electronics,SKU_002,166.2,In Stock,11,1828.2,Adult,61,11,76,6,Carrier Z,13.34,Supplier A,East,3,655,18,274.19,Fail,0.0746,Air,Route 2,726.54
2022-02-08,Furniture,SKU_003,419.82,Out of Stock,18,7556.76,Adult,37,10,67,6,Carrier Z,33.64,Supplier A,South,14,205,9,214.5,Pass,0.0655,Sea,Route 2,156.83
2022-02-08,Electronics,SKU_004,416.72,Out of Stock,12,5000.64,Youth,164,7,70,5,Carrier Z,42.09,Supplier B,South,7,266,12,76.3,Fail,0.0325,Air,Route 3,996.54
2022-02-08,Clothing,SKU_005,92.45,Out of Stock,7,647.15,Adult,175,12,20,3,Carrier X,25.96,Supplier C,East,14,830,5,289.12,Pass,0.036,Sea,Route 2,609.56
2022-02-09,Furniture,SKU_001,86.1,In Stock,7,602.7,Adult,151,3,49,4,Carrier Z,42.67,Supplier C,South,4,564,9,262.04,Fail,0.0391,Air,Route 1,781.06
2022-02-09,Furniture,SKU_002,354.26,In Stock,9,3188.34,Senior,86,9,11,2,Carrier Z,32.83,Supplier C,East,6,612,9,294.71,Fail,0.0861,Road,Route 2,633.84
2022-02-09,Furniture,SKU_003,477.14,In Stock,12,5725.68,Adult,119,8,75,5,Carrier X,7.45,Supplier C,East,10,231,14,175.31,Pass,0.0636,Air,Route 3,283.75
2022-02-09,Clothing,SKU_004,254.83,In Stock,4,1019.32,Youth,118,12,43,8,Carrier Y,35.86,Supplier B,East,13,233,14,132.53,Pass,0.0584,Air,Route 2,678.32
2022-02-09,Clothing,SKU_005,312.44,Out of Stock,5,1562.2,Youth,39,11,30,1,Carrier Z,44.73,Supplier B,East,8,94,15,268.11,Fail,0.0375,Sea,Route 3,212.7
2022-02-10,Furniture,SKU_001,63.51,Out of Stock,12,762.12,Youth,7,6,94,4,Carrier Z,24.59,Supplier A,North,11,399,17,43.83,Pass,0.0789,Sea,Route 2,306.43
2022-02-10,Clothing,SKU_002,170.85,Out of Stock,4,683.4,Senior,36,10,40,8,Carrier Z,40.92,Supplier B,West,9,142,18,25.75,Fail,0.0256,Air,Route 1,372.23
2022-02-10,Electronics,SKU_003,126.55,Out of Stock,6,759.3,Senior,87,9,87,6,Carrier Y,42.32,Supplier C,West,6,241,10,238.56,Fail,0.0144,Sea,Route 2,887.87
2022-02-10,Electronics,SKU_004,256.81,In Stock,9,2311.29,Youth,183,3,9,6,Carrier X,20.62,Supplier B,East,13,985,5,261.42,Pass,0.0045,Sea,Route 3,606.3
2022-02-10,Electronics,SKU_005,473.19,Out of Stock,7,3312.33,Youth,190,13,44,6,Carrier Z,34.61,Supplier A,East,3,961,11,215.59,Pass,0.0762,Road,Route 1,900.9
2022-02-11,Electronics,SKU_001,128.97,In Stock,12,1547.64,Adult,94,7,4,7,Carrier X,38.37,Supplier C,South,7,169,16,66.28,Pass,0.0219,Air,Route 2,843.14
2022-02-11,Clothing,SKU_002,321.73,Out of Stock,6,1930.38,Senior,137,4,59,1,Carrier Z,43.03,Supplier C,North,5,394,19,81.74,Fail,0.052,Sea,Route 3,336.92
2022-02-11,Electronics,SKU_003,330.57,Out of Stock,13,4297.41,Youth,80,7,36,1,Carrier X,20.8,Supplier A,West,11,377,6,285.58,Pass,0.0291,Sea,Route 2,807.23
2022-02-11,Electronics,SKU_004,260.63,In Stock,11,2866.93,Senior,144,8,13,2,Carrier X,36.87,Supplier B,North,12,655,9,32.73,Pass,0.0511,Sea,Route 1,521.5
2022-02-11,Furniture,SKU_005,105.53,Out of Stock,9,949.77,Youth,43,4,75,2,Carrier X,20.12,Supplier A,North,10,953,12,278.26,Fail,0.038,Road,Route 2,149.97
2022-02-12,Furniture,SKU_001,106.47,In Stock,7,745.29,Youth,84,9,23,8,Carrier Y,21.46,Supplier B,North,14,241,7,166.93,Pass,0.0283,Sea,Route 3,363.26
2022-02-12,Electronics,SKU_002,482.67,In Stock,11,5309.37,Adult,27,3,38,7,Carrier X,44.82,Supplier B,South,2,348,8,289.74,Fail,0.0678,Air,Route 1,412.2
2022-02-12,Clothing,SKU_003,407.52,Out of Stock,8,3260.16,Senior,27,2,42,2,Carrier X,47.1,Supplier B,West,7,541,15,45.86,Fail,0.071,Sea,Route 3,971.27
2022-02-12,Electronics,SKU_004,460.95,In Stock,7,3226.65,Adult,72,11,20,8,Carrier Y,12.97,Supplier A,East,11,332,5,21.93,Fail,0.0865,Road,Route 3,462.17
2022-02-12,Furniture,SKU_005,210.55,Out of Stock,15,3158.25,Senior,111,2,89,2,Carrier Y,47.31,Supplier A,North,5,482,8,53.57,Fail,0.0486,Road,Route 1,543.54
2022-02-13,Clothing,SKU_001,111.69,In Stock,9,1005.21,Youth,121,6,70,1,Carrier Z,20.48,Supplier C,East,5,140,6,49.64,Pass,0.0567,Sea,Route 3,469.77
2022-02-13,Clothing,SKU_002,197.06,In Stock,5,985.3,Youth,121,14,53,7,Carrier X,10.34,Supplier A,South,14,246,13,270.8,Fail,0.0739,Sea,Route 2,877.12
2022-02-13,Furniture,SKU_003,127.64,In Stock,12,1531.68,Youth,181,13,94,9,Carrier Z,48.64,Supplier A,West,3,296,19,34.77,Fail,0.0524,Road,Route 1,652.57
2022-02-13,Electronics,SKU_004,112.05,Out of Stock,9,1008.45,Youth,21,7,99,8,Carrier Y,41.26,Supplier A,South,11,702,5,253.69,Fail,0.0482,Road,Route 3,299.11
2022-02-13,Furniture,SKU_005,112.82,In Stock,13,1466.66,Youth,158,6,35,6,Carrier X,47.02,Supplier A,East,10,979,14,282.39,Fail,0.0408,Road,Route 3,690.77
2022-02-14,Clothing,SKU_001,199.45,In Stock,12,2393.4,Senior,142,4,63,3,Carrier X,34.17,Supplier C,West,11,481,16,248.11,Pass,0.0438,Sea,Route 3,966.04
2022-02-14,Furniture,SKU_002,209.7,In Stock,10,2097.0,Youth,111,5,40,4,Carrier X,14.9,Supplier A,South,4,807,12,160.68,Pass,0.0262,Sea,Route 1,852.85
2022-02-14,Furniture,SKU_003,470.44,In Stock,9,4233.96,Senior,29,11,18,2,Carrier X,40.14,Supplier C,West,3,220,18,61.0,Pass,0.0008,Road,Route 1,488.17
2022-02-14,Electronics,SKU_004,461.78,Out of Stock,9,4156.02,Adult,95,10,74,4,Carrier Y,19.63,Supplier C,East,4,155,15,219.6,Fail,0.0966,Air,Route 1,289.8
2022-02-14,Clothing,SKU_005,419.19,In Stock,17,7126.23,Senior,10,14,3,9,Carrier Z,25.68,Supplier B,North,12,282,13,70.73,Pass,0.0887,Air,Route 3,547.21
2022-02-15,Furniture,SKU_001,237.74,Out of Stock,6,1426.44,Senior,24,11,78,9,Carrier Y,22.69,Supplier C,East,10,74,18,64.69,Fail,0.0163,Sea,Route 3,121.34
2022-02-15,Electronics,SKU_002,476.71,In Stock,6,2860.26,Adult,75,10,42,2,Carrier Y,14.62,Supplier A,East,3,532,9,224.72,Fail,0.0011,Sea,Route 3,323.09
2022-02-15,Clothing,SKU_003,314.76,In Stock,11,3462.36,Adult,58,12,27,8,Carrier Z,10.94,Supplier C,South,9,941,16,134.94,Pass,0.0806,Air,Route 1,303.47
2022-02-15,Electronics,SKU_004,89.42,Out of Stock,5,447.1,Youth,174,13,30,7,Carrier Y,38.86,Supplier A,West,13,430,9,223.71,Pass,0.0395,Road,Route 3,294.63
2022-02-15,Electronics,SKU_005,412.44,In Stock,15,6186.6,Youth,69,5,2,6,Carrier Y,7.55,Supplier B,North,4,520,6,74.16,Fail,0.0976,Road,Route 3,367.56
2022-02-16,Furniture,SKU_001,100.01,Out of Stock,7,700.07,Youth,147,10,32,4,Carrier Y,22.86,Supplier C,South,12,726,10,207.96,Pass,0.099,Air,Route 2,500.08
2022-02-16,Furniture,SKU_002,494.79,In Stock,6,2968.74,Senior,184,6,61,3,Carrier Z,26.05,Supplier B,East,5,187,6,193.26,Fail,0.0564,Road,Route 3,940.99
2022-02-16,Furniture,SKU_003,175.52,In Stock,10,1755.2,Adult,110,3,12,1,Carrier X,27.15,Supplier A,East,13,230,14,241.61,Fail,0.0866,Sea,Route 2,359.05
2022-02-16,Clothing,SKU_004,353.23,In Stock,6,2119.38,Senior,112,7,66,1,Carrier Y,30.89,Supplier B,West,7,845,13,25.15,Fail,0.0692,Air,Route 1,695.03
2022-02-16,Clothing,SKU_005,148.42,In Stock,11,1632.62,Youth,106,12,41,2,Carrier Y,31.74,Supplier A,West,11,250,14,42.85,Fail,0.0842,Sea,Route 2,483.76
2022-02-17,Clothing,SKU_001,183.17,In Stock,13,2381.21,Senior,11,6,28,4,Carrier X,6.11,Supplier A,South,6,707,12,115.47,Fail,0.0863,Road,Route 2,743.25
2022-02-17,Clothing,SKU_002,286.46,Out of Stock,8,2291.68,Adult,37,4,23,5,Carrier X,33.52,Supplier B,East,7,445,5,206.22,Fail,0.0127,Road,Route 3,184.98
2022-02-17,Electronics,SKU_003,257.3,Out of Stock,11,2830.3,Senior,103,12,78,1,Carrier X,37.05,Supplier A,West,4,159,10,45.79,Fail,0.0851,Sea,Route 3,908.91
2022-02-17,Electronics,SKU_004,88.28,In Stock,9,794.52,Youth,88,9,1,4,Carrier Z,8.65,Supplier C,East,7,393,15,168.92,Fail,0.0066,Road,Route 3,831.23
2022-02-17,Clothing,SKU_005,264.41,In Stock,9,2379.69,Adult,7,14,51,1,Carrier Z,38.23,Supplier A,East,13,253,8,216.17,Pass,0.0804,Sea,Route 2,995.22
2022-02-18,Furniture,SKU_001,328.63,In Stock,8,2629.04,Youth,85,12,83,8,Carrier Y,28.56,Supplier C,South,8,348,17,171.58,Fail,0.0652,Sea,Route 3,627.03
2022-02-18,Furniture,SKU_002,80.01,In Stock,11,880.11,Adult,97,12,19,6,Carrier Y,31.94,Supplier A,South,13,626,7,246.78,Pass,0.0136,Sea,Route 3,676.87
2022-02-18,Electronics,SKU_003,498.45,Out of Stock,12,5981.4,Senior,50,6,37,5,Carrier X,48.88,Supplier A,South,7,165,10,195.87,Fail,0.0756,Road,Route 2,471.05
2022-02-18,Clothing,SKU_004,297.71,In Stock,6,1786.26,Senior,56,11,25,6,Carrier X,20.27,Supplier B,South,4,847,16,299.37,Fail,0.0114,Air,Route 1,203.63
2022-02-18,Electronics,SKU_005,236.67,Out of Stock,11,2603.37,Adult,165,8,89,7,Carrier Y,11.09,Supplier A,North,11,699,13,188.51,Pass,0.0111,Sea,Route 1,214.14
2022-02-19,Electronics,SKU_001,354.03,Out of Stock,12,4248.36,Adult,3,2,71,2,Carrier X,9.44,Supplier A,West,4,341,6,168.39,Pass,0.0566,Road,Route 1,456.68
2022-02-19,Electronics,SKU_002,114.56,In Stock,14,1603.84,Youth,16,8,48,7,Carrier X,42.28,Supplier B,South,12,115,16,276.42,Fail,0.0783,Air,Route 3,946.79
2022-02-19,Electronics,SKU_003,195.39,Out of Stock,19,3712.41,Adult,43,9,24,6,Carrier Z,28.23,Supplier C,South,6,591,13,270.62,Fail,0.081,Road,Route 2,119.86
2022-02-19,Electronics,SKU_004,443.24,Out of Stock,13,5762.12,Adult,116,3,52,7,Carrier X,10.24,Supplier B,East,8,732,6,127.3,Pass,0.0906,Sea,Route 3,838.44
2022-02-19,Furniture,SKU_005,314.6,In Stock,10,3146.0,Adult,171,7,42,9,Carrier Z,31.94,Supplier C,East,8,461,16,24.01,Pass,0.0572,Air,Route 2,153.63
2022-02-20,Furniture,SKU_001,404.48,In Stock,10,4044.8,Senior,121,8,29,3,Carrier Z,38.4,Supplier A,East,4,567,16,131.38,Pass,0.0952,Sea,Route 3,274.75
2022-02-20,Furniture,SKU_002,277.56,In Stock,7,1942.92,Youth,70,8,98,9,Carrier Y,29.36,Supplier A,West,2,315,15,184.98,Fail,0.0297,Air,Route 2,252.9
2022-02-20,Electronics,SKU_003,408.42,Out of Stock,10,4084.2,Youth,22,12,6,5,Carrier Z,7.11,Supplier B,North,12,895,16,41.49,Fail,0.017,Sea,Route 3,789.37
2022-02-20,Electronics,SKU_004,236.95,Out of Stock,11,2606.45,Youth,66,11,8,6,Carrier Z,22.69,Supplier A,North,10,197,10,192.91,Fail,0.0678,Sea,Route 1,527.58
2022-02-20,Furniture,SKU_005,401.73,In Stock,8,3213.84,Senior,146,4,53,6,Carrier X,15.11,Supplier A,North,4,988,11,191.44,Fail,0.0799,Road,Route 3,345.39
2022-02-21,Furniture,SKU_001,217.45,Out of Stock,4,869.8,Adult,126,4,40,6,Carrier X,32.84,Supplier B,South,13,468,16,298.34,Fail,0.0159,Sea,Route 2,891.64
2022-02-21,Electronics,SKU_002,496.19,In Stock,8,3969.52,Senior,170,12,23,2,Carrier Z,15.97,Supplier A,North,8,968,15,179.68,Fail,0.0069,Sea,Route 3,419.35
2022-02-21,Clothing,SKU_003,69.49,In Stock,7,486.43,Youth,56,6,90,8,Carrier X,26.97,Supplier C,West,6,807,9,37.06,Fail,0.0514,Air,Route 2,105.82
2022-02-21,Clothing,SKU_004,458.61,In Stock,12,5503.32,Adult,65,9,3,7,Carrier X,26.22,Supplier C,South,2,933,17,55.11,Pass,0.0897,Air,Route 1,545.07
2022-02-21,Clothing,SKU_005,309.7,In Stock,8,2477.6,Senior,24,7,73,1,Carrier Y,13.14,Supplier B,West,13,921,11,127.73,Pass,0.0555,Road,Route 1,483.85
2022-02-22,Electronics,SKU_001,86.71,In Stock,12,1040.52,Youth,17,13,88,4,Carrier X,41.53,Supplier C,West,9,570,17,243.62,Fail,0.0266,Sea,Route 3,601.66
2022-02-22,Electronics,SKU_002,256.33,Out of Stock,13,3332.29,Youth,73,14,95,9,Carrier Z,7.21,Supplier B,West,10,166,15,81.78,Pass,0.0025,Air,Route 1,315.16
2022-02-22,Electronics,SKU_003,392.0,Out of Stock,11,4312.0,Youth,150,14,78,3,Carrier X,39.46,Supplier A,East,3,837,16,35.25,Pass,0.0672,Air,Route 2,617.55
2022-02-22,Clothing,SKU_004,376.75,In Stock,8,3014.0,Adult,83,6,83,6,Carrier Z,5.31,Supplier B,East,9,410,8,242.62,Fail,0.0897,Sea,Route 2,264.53
2022-02-22,Clothing,SKU_005,338.71,Out of Stock,8,2709.68,Senior,178,9,82,4,Carrier Z,44.4,Supplier C,North,14,56,15,239.82,Fail,0.0147,Road,Route 3,868.0
2022-02-23,Clothing,SKU_001,199.23,In Stock,12,2390.76,Senior,114,3,28,3,Carrier Z,43.76,Supplier B,East,11,737,9,211.14,Pass,0.0752,Sea,Route 2,872.66
2022-02-23,Electronics,SKU_002,493.95,In Stock,12,5927.4,Senior,122,4,7,1,Carrier Z,14.8,Supplier C,West,8,602,15,254.2,Pass,0.0636,Sea,Route 1,560.0
2022-02-23,Furniture,SKU_003,264.74,Out of Stock,12,3176.88,Adult,190,14,61,1,Carrier Z,32.54,Supplier B,South,3,384,19,289.2,Pass,0.0862,Sea,Route 3,323.91
2022-02-23,Furniture,SKU_004,438.57,Out of Stock,13,5701.41,Adult,115,2,13,1,Carrier Y,21.61,Supplier B,North,14,147,6,143.39,Pass,0.0033,Air,Route 1,224.53
2022-02-23,Furniture,SKU_005,162.49,In Stock,9,1462.41,Adult,92,5,85,5,Carrier Y,13.81,Supplier B,South,2,988,5,97.52,Pass,0.0752,Air,Route 3,388.77
2022-02-24,Clothing,SKU_001,190.21,In Stock,9,1711.89,Senior,104,6,73,5,Carrier Y,14.88,Supplier A,East,5,391,10,227.84,Pass,0.0753,Sea,Route 2,888.57
2022-02-24,Furniture,SKU_002,467.96,In Stock,12,5615.52,Youth,81,12,43,1,Carrier Y,9.98,Supplier B,South,3,648,6,73.17,Fail,0.0625,Road,Route 2,407.12
2022-02-24,Electronics,SKU_003,358.93,In Stock,10,3589.3,Senior,181,4,30,2,Carrier Y,6.7,Supplier C,West,3,667,11,231.28,Fail,0.0783,Road,Route 1,871.78
2022-02-24,Furniture,SKU_004,170.18,Out of Stock,8,1361.44,Adult,178,9,51,6,Carrier Z,5.03,Supplier A,South,2,418,12,170.52,Pass,0.0187,Sea,Route 1,362.22
2022-02-24,Furniture,SKU_005,213.47,In Stock,10,2134.7,Adult,192,3,17,6,Carrier Y,35.33,Supplier C,South,9,327,7,197.77,Pass,0.0326,Road,Route 3,784.8
2022-02-25,Electronics,SKU_001,419.56,In Stock,5,2097.8,Youth,20,6,16,6,Carrier Y,28.03,Supplier A,West,11,753,15,24.03,Pass,0.0888,Air,Route 3,553.34
2022-02-25,Clothing,SKU_002,219.67,Out of Stock,13,2855.71,Senior,1,11,50,1,Carrier X,42.34,Supplier B,West,10,389,5,63.62,Pass,0.0401,Sea,Route 2,298.46
2022-02-25,Electronics,SKU_003,67.92,Out of Stock,7,475.44,Senior,25,2,79,4,Carrier X,43.38,Supplier C,North,6,878,6,233.78,Pass,0.0508,Road,Route 3,529.97
2022-02-25,Electronics,SKU_004,204.17,In Stock,11,2245.87,Youth,168,10,23,7,Carrier Z,42.17,Supplier C,South,12,952,13,113.74,Fail,0.0671,Road,Route 3,657.25
2022-02-25,Clothing,SKU_005,318.41,Out of Stock,10,3184.1,Youth,73,4,63,3,Carrier X,28.67,Supplier B,East,13,770,18,151.97,Fail,0.018,Road,Route 3,471.8
2022-02-26,Electronics,SKU_001,357.74,Out of Stock,9,3219.66,Youth,172,9,40,8,Carrier X,9.04,Supplier A,North,3,401,13,88.75,Fail,0.0308,Air,Route 1,245.53
2022-02-26,Clothing,SKU_002,142.61,In Stock,7,998.27,Youth,151,11,17,2,Carrier Y,12.48,Supplier A,North,3,578,13,269.27,Pass,0.0339,Road,Route 3,764.13
2022-02-26,Furniture,SKU_003,446.4,In Stock,8,3571.2,Youth,18,11,52,9,Carrier Y,20.4,Supplier A,South,6,180,6,276.82,Pass,0.0569,Air,Route 1,380.97
2022-02-26,Furniture,SKU_004,245.16,In Stock,13,3187.08,Adult,45,5,16,8,Carrier X,38.52,Supplier A,North,10,315,10,208.65,Fail,0.0583,Sea,Route 2,671.27
